date,day_of_week,day_name,weekend,holiday,special_event,weather,shift,role,covers,employees_required,employees_scheduled,absent,actual_present,hours_per_employee,hourly_wage,labor_cost,service_score
2024-03-16,5,Saturday,1,0,0,Sunny,Lunch,Server,116,15,16,0,16,5.0,14.0,1120.0,4.82
2024-03-16,5,Saturday,1,0,0,Sunny,Lunch,Cook,116,8,7,0,7,5.0,20.0,700.0,4.1
2024-03-16,5,Saturday,1,0,0,Sunny,Lunch,Host,116,5,4,1,3,5.0,15.0,225.0,3.71
2024-03-16,5,Saturday,1,0,0,Sunny,Lunch,Cashier,116,5,5,0,5,5.0,14.0,350.0,4.44
2024-03-16,5,Saturday,1,0,0,Sunny,Lunch,Dishwasher,116,6,6,1,5,5.0,13.0,325.0,4.06
2024-03-16,5,Saturday,1,0,0,Sunny,Dinner,Server,291,37,36,2,34,6.5,14.0,3094.0,3.3
2024-03-16,5,Saturday,1,0,0,Sunny,Dinner,Cook,291,19,17,0,17,6.5,20.0,2210.0,3.91
2024-03-16,5,Saturday,1,0,0,Sunny,Dinner,Host,291,12,12,1,11,6.5,15.0,1072.5,4.17
2024-03-16,5,Saturday,1,0,0,Sunny,Dinner,Cashier,291,11,10,0,10,6.5,14.0,910.0,4.06
2024-03-16,5,Saturday,1,0,0,Sunny,Dinner,Dishwasher,291,14,12,1,11,6.5,13.0,929.5,2.93
2024-03-17,6,Sunday,1,1,0,Sunny,Lunch,Server,146,19,20,2,18,5.0,14.0,1260.0,4.26
2024-03-17,6,Sunday,1,1,0,Sunny,Lunch,Cook,146,10,10,0,10,5.0,20.0,1000.0,4.84
2024-03-17,6,Sunday,1,1,0,Sunny,Lunch,Host,146,6,7,0,7,5.0,15.0,525.0,4.61
2024-03-17,6,Sunday,1,1,0,Sunny,Lunch,Cashier,146,6,7,0,7,5.0,14.0,490.0,5.0
2024-03-17,6,Sunday,1,1,0,Sunny,Lunch,Dishwasher,146,7,7,1,6,5.0,13.0,390.0,4.15
2024-03-17,6,Sunday,1,1,0,Sunny,Dinner,Server,264,33,33,4,29,6.5,14.0,2639.0,2.01
2024-03-17,6,Sunday,1,1,0,Sunny,Dinner,Cook,264,17,16,3,13,6.5,20.0,1690.0,2.64
2024-03-17,6,Sunday,1,1,0,Sunny,Dinner,Host,264,11,9,1,8,6.5,15.0,780.0,2.92
2024-03-17,6,Sunday,1,1,0,Sunny,Dinner,Cashier,264,10,9,1,8,6.5,14.0,728.0,3.7
2024-03-17,6,Sunday,1,1,0,Sunny,Dinner,Dishwasher,264,12,12,2,10,6.5,13.0,845.0,3.4
2024-03-18,0,Monday,0,0,0,Sunny,Lunch,Server,97,13,13,0,13,5.0,14.0,910.0,4.62
2024-03-18,0,Monday,0,0,0,Sunny,Lunch,Cook,97,7,7,0,7,5.0,20.0,700.0,4.46
2024-03-18,0,Monday,0,0,0,Sunny,Lunch,Host,97,4,5,0,5,5.0,15.0,375.0,4.59
2024-03-18,0,Monday,0,0,0,Sunny,Lunch,Cashier,97,4,4,1,3,5.0,14.0,210.0,4.05
2024-03-18,0,Monday,0,0,0,Sunny,Lunch,Dishwasher,97,5,6,0,6,5.0,13.0,390.0,4.45
2024-03-18,0,Monday,0,0,0,Sunny,Dinner,Server,165,21,21,2,19,6.5,14.0,1729.0,3.79
2024-03-18,0,Monday,0,0,0,Sunny,Dinner,Cook,165,11,11,0,11,6.5,20.0,1430.0,4.87
2024-03-18,0,Monday,0,0,0,Sunny,Dinner,Host,165,7,6,0,6,6.5,15.0,585.0,4.15
2024-03-18,0,Monday,0,0,0,Sunny,Dinner,Cashier,165,6,6,1,5,6.5,14.0,455.0,4.23
2024-03-18,0,Monday,0,0,0,Sunny,Dinner,Dishwasher,165,8,8,0,8,6.5,13.0,676.0,4.91
2024-03-19,1,Tuesday,0,0,0,Sunny,Lunch,Server,94,12,12,0,12,5.0,14.0,840.0,4.78
2024-03-19,1,Tuesday,0,0,0,Sunny,Lunch,Cook,94,6,6,0,6,5.0,20.0,600.0,4.77
2024-03-19,1,Tuesday,0,0,0,Sunny,Lunch,Host,94,4,5,0,5,5.0,15.0,375.0,5.0
2024-03-19,1,Tuesday,0,0,0,Sunny,Lunch,Cashier,94,4,4,1,3,5.0,14.0,210.0,4.04
2024-03-19,1,Tuesday,0,0,0,Sunny,Lunch,Dishwasher,94,5,6,1,5,5.0,13.0,325.0,4.65
2024-03-19,1,Tuesday,0,0,0,Sunny,Dinner,Server,213,27,26,2,24,6.5,14.0,2184.0,2.79
2024-03-19,1,Tuesday,0,0,0,Sunny,Dinner,Cook,213,14,12,1,11,6.5,20.0,1430.0,3.19
2024-03-19,1,Tuesday,0,0,0,Sunny,Dinner,Host,213,9,8,1,7,6.5,15.0,682.5,3.71
2024-03-19,1,Tuesday,0,0,0,Sunny,Dinner,Cashier,213,8,8,0,8,6.5,14.0,728.0,4.55
2024-03-19,1,Tuesday,0,0,0,Sunny,Dinner,Dishwasher,213,10,9,0,9,6.5,13.0,760.5,4.22
2024-03-20,2,Wednesday,0,0,0,Sunny,Lunch,Server,101,13,14,0,14,5.0,14.0,980.0,4.94
2024-03-20,2,Wednesday,0,0,0,Sunny,Lunch,Cook,101,7,7,1,6,5.0,20.0,600.0,4.27
2024-03-20,2,Wednesday,0,0,0,Sunny,Lunch,Host,101,5,6,0,6,5.0,15.0,450.0,4.99
2024-03-20,2,Wednesday,0,0,0,Sunny,Lunch,Cashier,101,4,4,1,3,5.0,14.0,210.0,4.35
2024-03-20,2,Wednesday,0,0,0,Sunny,Lunch,Dishwasher,101,5,6,0,6,5.0,13.0,390.0,4.83
2024-03-20,2,Wednesday,0,0,0,Sunny,Dinner,Server,142,18,18,2,16,6.5,14.0,1456.0,3.33
2024-03-20,2,Wednesday,0,0,0,Sunny,Dinner,Cook,142,9,8,0,8,6.5,20.0,1040.0,4.36
2024-03-20,2,Wednesday,0,0,0,Sunny,Dinner,Host,142,6,5,0,5,6.5,15.0,487.5,4.26
2024-03-20,2,Wednesday,0,0,0,Sunny,Dinner,Cashier,142,6,7,0,7,6.5,14.0,637.0,4.87
2024-03-20,2,Wednesday,0,0,0,Sunny,Dinner,Dishwasher,142,7,7,0,7,6.5,13.0,591.5,4.7
2024-03-21,3,Thursday,0,0,0,Cloudy,Lunch,Server,97,13,13,1,12,5.0,14.0,840.0,4.11
2024-03-21,3,Thursday,0,0,0,Cloudy,Lunch,Cook,97,7,7,2,5,5.0,20.0,500.0,3.54
2024-03-21,3,Thursday,0,0,0,Cloudy,Lunch,Host,97,4,4,0,4,5.0,15.0,300.0,4.83
2024-03-21,3,Thursday,0,0,0,Cloudy,Lunch,Cashier,97,4,5,0,5,5.0,14.0,350.0,4.74
2024-03-21,3,Thursday,0,0,0,Cloudy,Lunch,Dishwasher,97,5,6,1,5,5.0,13.0,325.0,4.72
2024-03-21,3,Thursday,0,0,0,Cloudy,Dinner,Server,152,19,20,0,20,6.5,14.0,1820.0,4.68
2024-03-21,3,Thursday,0,0,0,Cloudy,Dinner,Cook,152,10,10,0,10,6.5,20.0,1300.0,4.42
2024-03-21,3,Thursday,0,0,0,Cloudy,Dinner,Host,152,7,7,0,7,6.5,15.0,682.5,4.71
2024-03-21,3,Thursday,0,0,0,Cloudy,Dinner,Cashier,152,6,6,1,5,6.5,14.0,455.0,4.16
2024-03-21,3,Thursday,0,0,0,Cloudy,Dinner,Dishwasher,152,7,7,0,7,6.5,13.0,591.5,4.83
2024-03-22,4,Friday,1,0,1,Cloudy,Lunch,Server,120,15,15,0,15,5.0,14.0,1050.0,4.65
2024-03-22,4,Friday,1,0,1,Cloudy,Lunch,Cook,120,8,9,0,9,5.0,20.0,900.0,4.85
2024-03-22,4,Friday,1,0,1,Cloudy,Lunch,Host,120,5,5,0,5,5.0,15.0,375.0,4.91
2024-03-22,4,Friday,1,0,1,Cloudy,Lunch,Cashier,120,5,6,0,6,5.0,14.0,420.0,4.81
2024-03-22,4,Friday,1,0,1,Cloudy,Lunch,Dishwasher,120,6,6,0,6,5.0,13.0,390.0,4.6
2024-03-22,4,Friday,1,0,1,Cloudy,Dinner,Server,305,39,38,5,33,6.5,14.0,3003.0,1.72
2024-03-22,4,Friday,1,0,1,Cloudy,Dinner,Cook,305,20,19,1,18,6.5,20.0,2340.0,3.47
2024-03-22,4,Friday,1,0,1,Cloudy,Dinner,Host,305,13,12,2,10,6.5,15.0,975.0,2.99
2024-03-22,4,Friday,1,0,1,Cloudy,Dinner,Cashier,305,11,11,1,10,6.5,14.0,910.0,4.1
2024-03-22,4,Friday,1,0,1,Cloudy,Dinner,Dishwasher,305,14,12,2,10,6.5,13.0,845.0,3.03
2024-03-23,5,Saturday,1,0,0,Rainy,Lunch,Server,79,10,11,0,11,5.0,14.0,770.0,4.87
2024-03-23,5,Saturday,1,0,0,Rainy,Lunch,Cook,79,5,6,0,6,5.0,20.0,600.0,4.84
2024-03-23,5,Saturday,1,0,0,Rainy,Lunch,Host,79,4,5,0,5,5.0,15.0,375.0,4.6
2024-03-23,5,Saturday,1,0,0,Rainy,Lunch,Cashier,79,3,3,0,3,5.0,14.0,210.0,4.7
2024-03-23,5,Saturday,1,0,0,Rainy,Lunch,Dishwasher,79,4,5,1,4,5.0,13.0,260.0,4.84
2024-03-23,5,Saturday,1,0,0,Rainy,Dinner,Server,198,25,26,1,25,6.5,14.0,2275.0,4.52
2024-03-23,5,Saturday,1,0,0,Rainy,Dinner,Cook,198,13,12,0,12,6.5,20.0,1560.0,4.0
2024-03-23,5,Saturday,1,0,0,Rainy,Dinner,Host,198,8,7,0,7,6.5,15.0,682.5,4.33
2024-03-23,5,Saturday,1,0,0,Rainy,Dinner,Cashier,198,8,9,0,9,6.5,14.0,819.0,4.81
2024-03-23,5,Saturday,1,0,0,Rainy,Dinner,Dishwasher,198,9,9,0,9,6.5,13.0,760.5,4.86
2024-03-24,6,Sunday,1,0,0,Cloudy,Lunch,Server,104,13,13,1,12,5.0,14.0,840.0,4.12
2024-03-24,6,Sunday,1,0,0,Cloudy,Lunch,Cook,104,7,8,1,7,5.0,20.0,700.0,4.57
2024-03-24,6,Sunday,1,0,0,Cloudy,Lunch,Host,104,5,6,1,5,5.0,15.0,375.0,4.69
2024-03-24,6,Sunday,1,0,0,Cloudy,Lunch,Cashier,104,4,5,0,5,5.0,14.0,350.0,4.66
2024-03-24,6,Sunday,1,0,0,Cloudy,Lunch,Dishwasher,104,5,6,0,6,5.0,13.0,390.0,4.85
2024-03-24,6,Sunday,1,0,0,Cloudy,Dinner,Server,245,31,30,3,27,6.5,14.0,2457.0,2.17
2024-03-24,6,Sunday,1,0,0,Cloudy,Dinner,Cook,245,16,14,0,14,6.5,20.0,1820.0,3.58
2024-03-24,6,Sunday,1,0,0,Cloudy,Dinner,Host,245,10,8,0,8,6.5,15.0,780.0,3.56
2024-03-24,6,Sunday,1,0,0,Cloudy,Dinner,Cashier,245,9,9,1,8,6.5,14.0,728.0,4.03
2024-03-24,6,Sunday,1,0,0,Cloudy,Dinner,Dishwasher,245,12,11,1,10,6.5,13.0,845.0,3.63
2024-03-25,0,Monday,0,0,0,Sunny,Lunch,Server,91,12,12,3,9,5.0,14.0,630.0,2.89
2024-03-25,0,Monday,0,0,0,Sunny,Lunch,Cook,91,6,7,0,7,5.0,20.0,700.0,4.51
2024-03-25,0,Monday,0,0,0,Sunny,Lunch,Host,91,4,4,0,4,5.0,15.0,300.0,5.0
2024-03-25,0,Monday,0,0,0,Sunny,Lunch,Cashier,91,4,4,0,4,5.0,14.0,280.0,4.68
2024-03-25,0,Monday,0,0,0,Sunny,Lunch,Dishwasher,91,5,5,0,5,5.0,13.0,325.0,4.93
2024-03-25,0,Monday,0,0,0,Sunny,Dinner,Server,194,25,25,2,23,6.5,14.0,2093.0,3.86
2024-03-25,0,Monday,0,0,0,Sunny,Dinner,Cook,194,13,12,0,12,6.5,20.0,1560.0,4.31
2024-03-25,0,Monday,0,0,0,Sunny,Dinner,Host,194,8,7,0,7,6.5,15.0,682.5,3.91
2024-03-25,0,Monday,0,0,0,Sunny,Dinner,Cashier,194,7,6,0,6,6.5,14.0,546.0,4.38
2024-03-25,0,Monday,0,0,0,Sunny,Dinner,Dishwasher,194,9,8,0,8,6.5,13.0,676.0,4.4
2024-03-26,1,Tuesday,0,0,0,Sunny,Lunch,Server,115,15,14,1,13,5.0,14.0,910.0,3.54
2024-03-26,1,Tuesday,0,0,0,Sunny,Lunch,Cook,115,8,8,1,7,5.0,20.0,700.0,4.17
2024-03-26,1,Tuesday,0,0,0,Sunny,Lunch,Host,115,5,5,0,5,5.0,15.0,375.0,4.95
2024-03-26,1,Tuesday,0,0,0,Sunny,Lunch,Cashier,115,5,4,0,4,5.0,14.0,280.0,3.97
2024-03-26,1,Tuesday,0,0,0,Sunny,Lunch,Dishwasher,115,6,6,1,5,5.0,13.0,325.0,3.98
2024-03-26,1,Tuesday,0,0,0,Sunny,Dinner,Server,202,26,26,1,25,6.5,14.0,2275.0,3.97
2024-03-26,1,Tuesday,0,0,0,Sunny,Dinner,Cook,202,13,13,0,13,6.5,20.0,1690.0,4.82
2024-03-26,1,Tuesday,0,0,0,Sunny,Dinner,Host,202,9,8,0,8,6.5,15.0,780.0,4.15
2024-03-26,1,Tuesday,0,0,0,Sunny,Dinner,Cashier,202,8,7,0,7,6.5,14.0,637.0,4.1
2024-03-26,1,Tuesday,0,0,0,Sunny,Dinner,Dishwasher,202,10,11,1,10,6.5,13.0,845.0,4.57
2024-03-27,2,Wednesday,0,0,0,Cloudy,Lunch,Server,93,12,13,2,11,5.0,14.0,770.0,4.28
2024-03-27,2,Wednesday,0,0,0,Cloudy,Lunch,Cook,93,6,7,0,7,5.0,20.0,700.0,4.8
2024-03-27,2,Wednesday,0,0,0,Cloudy,Lunch,Host,93,4,4,0,4,5.0,15.0,300.0,4.72
2024-03-27,2,Wednesday,0,0,0,Cloudy,Lunch,Cashier,93,4,5,0,5,5.0,14.0,350.0,4.63
2024-03-27,2,Wednesday,0,0,0,Cloudy,Lunch,Dishwasher,93,5,6,0,6,5.0,13.0,390.0,4.79
2024-03-27,2,Wednesday,0,0,0,Cloudy,Dinner,Server,190,24,23,1,22,6.5,14.0,2002.0,3.53
2024-03-27,2,Wednesday,0,0,0,Cloudy,Dinner,Cook,190,12,12,0,12,6.5,20.0,1560.0,4.77
2024-03-27,2,Wednesday,0,0,0,Cloudy,Dinner,Host,190,8,8,0,8,6.5,15.0,780.0,4.81
2024-03-27,2,Wednesday,0,0,0,Cloudy,Dinner,Cashier,190,7,7,0,7,6.5,14.0,637.0,5.0
2024-03-27,2,Wednesday,0,0,0,Cloudy,Dinner,Dishwasher,190,9,9,0,9,6.5,13.0,760.5,4.77
2024-03-28,3,Thursday,0,0,0,Sunny,Lunch,Server,95,12,13,2,11,5.0,14.0,770.0,4.04
2024-03-28,3,Thursday,0,0,0,Sunny,Lunch,Cook,95,6,7,0,7,5.0,20.0,700.0,5.0
2024-03-28,3,Thursday,0,0,0,Sunny,Lunch,Host,95,4,4,0,4,5.0,15.0,300.0,4.69
2024-03-28,3,Thursday,0,0,0,Sunny,Lunch,Cashier,95,4,5,0,5,5.0,14.0,350.0,4.7
2024-03-28,3,Thursday,0,0,0,Sunny,Lunch,Dishwasher,95,5,6,1,5,5.0,13.0,325.0,4.62
2024-03-28,3,Thursday,0,0,0,Sunny,Dinner,Server,168,21,21,2,19,6.5,14.0,1729.0,3.69
2024-03-28,3,Thursday,0,0,0,Sunny,Dinner,Cook,168,11,12,1,11,6.5,20.0,1430.0,4.83
2024-03-28,3,Thursday,0,0,0,Sunny,Dinner,Host,168,7,8,0,8,6.5,15.0,780.0,4.95
2024-03-28,3,Thursday,0,0,0,Sunny,Dinner,Cashier,168,6,5,0,5,6.5,14.0,455.0,4.1
2024-03-28,3,Thursday,0,0,0,Sunny,Dinner,Dishwasher,168,8,8,1,7,6.5,13.0,591.5,4.17
2024-03-29,4,Friday,1,0,0,Sunny,Lunch,Server,100,13,13,0,13,5.0,14.0,910.0,4.69
2024-03-29,4,Friday,1,0,0,Sunny,Lunch,Cook,100,7,7,0,7,5.0,20.0,700.0,4.63
2024-03-29,4,Friday,1,0,0,Sunny,Lunch,Host,100,4,4,1,3,5.0,15.0,225.0,4.26
2024-03-29,4,Friday,1,0,0,Sunny,Lunch,Cashier,100,4,4,0,4,5.0,14.0,280.0,4.64
2024-03-29,4,Friday,1,0,0,Sunny,Lunch,Dishwasher,100,5,6,1,5,5.0,13.0,325.0,4.81
2024-03-29,4,Friday,1,0,0,Sunny,Dinner,Server,204,26,25,1,24,6.5,14.0,2184.0,3.86
2024-03-29,4,Friday,1,0,0,Sunny,Dinner,Cook,204,13,12,0,12,6.5,20.0,1560.0,3.94
2024-03-29,4,Friday,1,0,0,Sunny,Dinner,Host,204,9,9,2,7,6.5,15.0,682.5,3.59
2024-03-29,4,Friday,1,0,0,Sunny,Dinner,Cashier,204,8,8,0,8,6.5,14.0,728.0,4.91
2024-03-29,4,Friday,1,0,0,Sunny,Dinner,Dishwasher,204,10,10,1,9,6.5,13.0,760.5,4.43
2024-03-30,5,Saturday,1,0,0,Sunny,Lunch,Server,127,16,16,1,15,5.0,14.0,1050.0,4.19
2024-03-30,5,Saturday,1,0,0,Sunny,Lunch,Cook,127,8,8,1,7,5.0,20.0,700.0,4.11
2024-03-30,5,Saturday,1,0,0,Sunny,Lunch,Host,127,6,6,1,5,5.0,15.0,375.0,4.16
2024-03-30,5,Saturday,1,0,0,Sunny,Lunch,Cashier,127,5,5,2,3,5.0,14.0,210.0,3.66
2024-03-30,5,Saturday,1,0,0,Sunny,Lunch,Dishwasher,127,6,7,1,6,5.0,13.0,390.0,4.71
2024-03-30,5,Saturday,1,0,0,Sunny,Dinner,Server,214,27,27,2,25,6.5,14.0,2275.0,3.66
2024-03-30,5,Saturday,1,0,0,Sunny,Dinner,Cook,214,14,14,1,13,6.5,20.0,1690.0,4.07
2024-03-30,5,Saturday,1,0,0,Sunny,Dinner,Host,214,9,8,0,8,6.5,15.0,780.0,4.19
2024-03-30,5,Saturday,1,0,0,Sunny,Dinner,Cashier,214,8,8,0,8,6.5,14.0,728.0,4.63
2024-03-30,5,Saturday,1,0,0,Sunny,Dinner,Dishwasher,214,10,8,2,6,6.5,13.0,507.0,2.24
2024-03-31,6,Sunday,1,0,0,Rainy,Lunch,Server,81,11,12,1,11,5.0,14.0,770.0,4.57
2024-03-31,6,Sunday,1,0,0,Rainy,Lunch,Cook,81,6,7,0,7,5.0,20.0,700.0,4.65
2024-03-31,6,Sunday,1,0,0,Rainy,Lunch,Host,81,4,5,0,5,5.0,15.0,375.0,4.82
2024-03-31,6,Sunday,1,0,0,Rainy,Lunch,Cashier,81,3,3,0,3,5.0,14.0,210.0,4.69
2024-03-31,6,Sunday,1,0,0,Rainy,Lunch,Dishwasher,81,4,4,1,3,5.0,13.0,195.0,4.25
2024-03-31,6,Sunday,1,0,0,Rainy,Dinner,Server,192,24,23,1,22,6.5,14.0,2002.0,3.9
2024-03-31,6,Sunday,1,0,0,Rainy,Dinner,Cook,192,12,12,0,12,6.5,20.0,1560.0,4.58
2024-03-31,6,Sunday,1,0,0,Rainy,Dinner,Host,192,8,7,0,7,6.5,15.0,682.5,4.03
2024-03-31,6,Sunday,1,0,0,Rainy,Dinner,Cashier,192,7,6,0,6,6.5,14.0,546.0,4.16
2024-03-31,6,Sunday,1,0,0,Rainy,Dinner,Dishwasher,192,9,9,1,8,6.5,13.0,676.0,3.96
2024-04-01,0,Monday,0,0,1,Sunny,Lunch,Server,128,16,17,1,16,5.0,14.0,1120.0,4.76
2024-04-01,0,Monday,0,0,1,Sunny,Lunch,Cook,128,8,9,0,9,5.0,20.0,900.0,4.91
2024-04-01,0,Monday,0,0,1,Sunny,Lunch,Host,128,6,6,0,6,5.0,15.0,450.0,4.69
2024-04-01,0,Monday,0,0,1,Sunny,Lunch,Cashier,128,5,5,0,5,5.0,14.0,350.0,4.66
2024-04-01,0,Monday,0,0,1,Sunny,Lunch,Dishwasher,128,6,5,0,5,5.0,13.0,325.0,4.23
2024-04-01,0,Monday,0,0,1,Sunny,Dinner,Server,181,23,24,0,24,6.5,14.0,2184.0,4.6
2024-04-01,0,Monday,0,0,1,Sunny,Dinner,Cook,181,12,12,1,11,6.5,20.0,1430.0,4.38
2024-04-01,0,Monday,0,0,1,Sunny,Dinner,Host,181,8,8,1,7,6.5,15.0,682.5,3.84
2024-04-01,0,Monday,0,0,1,Sunny,Dinner,Cashier,181,7,7,0,7,6.5,14.0,637.0,4.8
2024-04-01,0,Monday,0,0,1,Sunny,Dinner,Dishwasher,181,9,8,0,8,6.5,13.0,676.0,4.03
2024-04-02,1,Tuesday,0,0,0,Sunny,Lunch,Server,106,14,15,0,15,5.0,14.0,1050.0,4.66
2024-04-02,1,Tuesday,0,0,0,Sunny,Lunch,Cook,106,7,8,1,7,5.0,20.0,700.0,4.71
2024-04-02,1,Tuesday,0,0,0,Sunny,Lunch,Host,106,5,6,1,5,5.0,15.0,375.0,4.68
2024-04-02,1,Tuesday,0,0,0,Sunny,Lunch,Cashier,106,4,5,0,5,5.0,14.0,350.0,4.72
2024-04-02,1,Tuesday,0,0,0,Sunny,Lunch,Dishwasher,106,5,6,0,6,5.0,13.0,390.0,5.0
2024-04-02,1,Tuesday,0,0,0,Sunny,Dinner,Server,158,20,20,0,20,6.5,14.0,1820.0,4.63
2024-04-02,1,Tuesday,0,0,0,Sunny,Dinner,Cook,158,10,11,0,11,6.5,20.0,1430.0,4.86
2024-04-02,1,Tuesday,0,0,0,Sunny,Dinner,Host,158,7,6,1,5,6.5,15.0,487.5,3.66
2024-04-02,1,Tuesday,0,0,0,Sunny,Dinner,Cashier,158,6,6,0,6,6.5,14.0,546.0,4.64
2024-04-02,1,Tuesday,0,0,0,Sunny,Dinner,Dishwasher,158,8,8,1,7,6.5,13.0,591.5,4.05
2024-04-03,2,Wednesday,0,0,0,Sunny,Lunch,Server,107,14,14,1,13,5.0,14.0,910.0,4.21
2024-04-03,2,Wednesday,0,0,0,Sunny,Lunch,Cook,107,7,8,0,8,5.0,20.0,800.0,4.82
2024-04-03,2,Wednesday,0,0,0,Sunny,Lunch,Host,107,5,5,0,5,5.0,15.0,375.0,4.8
2024-04-03,2,Wednesday,0,0,0,Sunny,Lunch,Cashier,107,4,5,0,5,5.0,14.0,350.0,4.83
2024-04-03,2,Wednesday,0,0,0,Sunny,Lunch,Dishwasher,107,5,6,1,5,5.0,13.0,325.0,4.79
2024-04-03,2,Wednesday,0,0,0,Sunny,Dinner,Server,183,23,23,2,21,6.5,14.0,1911.0,3.61
2024-04-03,2,Wednesday,0,0,0,Sunny,Dinner,Cook,183,12,13,0,13,6.5,20.0,1690.0,4.79
2024-04-03,2,Wednesday,0,0,0,Sunny,Dinner,Host,183,8,9,0,9,6.5,15.0,877.5,4.74
2024-04-03,2,Wednesday,0,0,0,Sunny,Dinner,Cashier,183,7,8,0,8,6.5,14.0,728.0,4.85
2024-04-03,2,Wednesday,0,0,0,Sunny,Dinner,Dishwasher,183,9,9,0,9,6.5,13.0,760.5,4.7
2024-04-04,3,Thursday,0,0,0,Rainy,Lunch,Server,105,14,14,2,12,5.0,14.0,840.0,3.55
2024-04-04,3,Thursday,0,0,0,Rainy,Lunch,Cook,105,7,8,0,8,5.0,20.0,800.0,4.86
2024-04-04,3,Thursday,0,0,0,Rainy,Lunch,Host,105,5,6,0,6,5.0,15.0,450.0,4.71
2024-04-04,3,Thursday,0,0,0,Rainy,Lunch,Cashier,105,4,4,0,4,5.0,14.0,280.0,4.67
2024-04-04,3,Thursday,0,0,0,Rainy,Lunch,Dishwasher,105,5,5,0,5,5.0,13.0,325.0,4.82
2024-04-04,3,Thursday,0,0,0,Rainy,Dinner,Server,150,19,19,1,18,6.5,14.0,1638.0,3.9
2024-04-04,3,Thursday,0,0,0,Rainy,Dinner,Cook,150,10,10,0,10,6.5,20.0,1300.0,4.77
2024-04-04,3,Thursday,0,0,0,Rainy,Dinner,Host,150,6,6,0,6,6.5,15.0,585.0,4.76
2024-04-04,3,Thursday,0,0,0,Rainy,Dinner,Cashier,150,6,6,0,6,6.5,14.0,546.0,4.83
2024-04-04,3,Thursday,0,0,0,Rainy,Dinner,Dishwasher,150,7,7,0,7,6.5,13.0,591.5,4.93
2024-04-05,4,Friday,1,0,0,Sunny,Lunch,Server,115,15,15,0,15,5.0,14.0,1050.0,4.71
2024-04-05,4,Friday,1,0,0,Sunny,Lunch,Cook,115,8,7,1,6,5.0,20.0,600.0,3.24
2024-04-05,4,Friday,1,0,0,Sunny,Lunch,Host,115,5,5,0,5,5.0,15.0,375.0,4.81
2024-04-05,4,Friday,1,0,0,Sunny,Lunch,Cashier,115,5,4,0,4,5.0,14.0,280.0,4.2
2024-04-05,4,Friday,1,0,0,Sunny,Lunch,Dishwasher,115,6,6,1,5,5.0,13.0,325.0,4.19
2024-04-05,4,Friday,1,0,0,Sunny,Dinner,Server,244,31,31,2,29,6.5,14.0,2639.0,3.54
2024-04-05,4,Friday,1,0,0,Sunny,Dinner,Cook,244,16,15,1,14,6.5,20.0,1820.0,3.61
2024-04-05,4,Friday,1,0,0,Sunny,Dinner,Host,244,10,10,1,9,6.5,15.0,877.5,4.21
2024-04-05,4,Friday,1,0,0,Sunny,Dinner,Cashier,244,9,8,3,5,6.5,14.0,455.0,2.8
2024-04-05,4,Friday,1,0,0,Sunny,Dinner,Dishwasher,244,12,11,0,11,6.5,13.0,929.5,4.22
2024-04-06,5,Saturday,1,0,0,Sunny,Lunch,Server,92,12,12,0,12,5.0,14.0,840.0,4.56
2024-04-06,5,Saturday,1,0,0,Sunny,Lunch,Cook,92,6,6,1,5,5.0,20.0,500.0,4.1
2024-04-06,5,Saturday,1,0,0,Sunny,Lunch,Host,92,4,5,0,5,5.0,15.0,375.0,4.75
2024-04-06,5,Saturday,1,0,0,Sunny,Lunch,Cashier,92,4,4,0,4,5.0,14.0,280.0,4.76
2024-04-06,5,Saturday,1,0,0,Sunny,Lunch,Dishwasher,92,5,5,1,4,5.0,13.0,260.0,4.27
2024-04-06,5,Saturday,1,0,0,Sunny,Dinner,Server,281,36,36,0,36,6.5,14.0,3276.0,4.81
2024-04-06,5,Saturday,1,0,0,Sunny,Dinner,Cook,281,18,18,2,16,6.5,20.0,2080.0,3.66
2024-04-06,5,Saturday,1,0,0,Sunny,Dinner,Host,281,12,11,0,11,6.5,15.0,1072.5,4.2
2024-04-06,5,Saturday,1,0,0,Sunny,Dinner,Cashier,281,11,10,0,10,6.5,14.0,910.0,4.09
2024-04-06,5,Saturday,1,0,0,Sunny,Dinner,Dishwasher,281,13,12,2,10,6.5,13.0,845.0,2.88
2024-04-07,6,Sunday,1,0,0,Cloudy,Lunch,Server,93,12,12,1,11,5.0,14.0,770.0,4.18
2024-04-07,6,Sunday,1,0,0,Cloudy,Lunch,Cook,93,6,6,1,5,5.0,20.0,500.0,4.22
2024-04-07,6,Sunday,1,0,0,Cloudy,Lunch,Host,93,4,5,0,5,5.0,15.0,375.0,4.8
2024-04-07,6,Sunday,1,0,0,Cloudy,Lunch,Cashier,93,4,4,0,4,5.0,14.0,280.0,4.78
2024-04-07,6,Sunday,1,0,0,Cloudy,Lunch,Dishwasher,93,5,5,2,3,5.0,13.0,195.0,3.93
2024-04-07,6,Sunday,1,0,0,Cloudy,Dinner,Server,213,27,26,1,25,6.5,14.0,2275.0,3.61
2024-04-07,6,Sunday,1,0,0,Cloudy,Dinner,Cook,213,14,13,1,12,6.5,20.0,1560.0,3.61
2024-04-07,6,Sunday,1,0,0,Cloudy,Dinner,Host,213,9,8,0,8,6.5,15.0,780.0,4.07
